"Probennummer";"Datum";"Klärwerk";"UWW_Code";"UWW_Name";"Durchfluss";"Abwasser_Temperatur";"Abwasser_pH";"Methode";"Erreger";"Target";"Messwert"
"42501215";"2025-02-09";"Klärwerk Waßmannsdorf";"DETP_BE03";"Waßmannsdorf";"234663,3125";"15,39";"7,004";"dPCR mit Inhibitorentfernung";"Influenza A";"M1 Gen";"36396,00000000000"
"42501215";"2025-02-09";"Klärwerk Waßmannsdorf";"DETP_BE03";"Waßmannsdorf";"234663,3125";"15,39";"7,004";"dPCR mit Inhibitorentfernung";"Influenza B";"NS2 Gen";"72577,00000000000"
"12501411";"2025-02-12";"Klärwerk Ruhleben";"DETP_BE01";"Ruhleben";"234860,0000";"15,20";"7,218";"dPCR mit Inhibitorentfernung";"Influenza A";"M1 Gen";"58674,33333333334"
"12501411";"2025-02-12";"Klärwerk Ruhleben";"DETP_BE01";"Ruhleben";"234860,0000";"15,20";"7,218";"dPCR mit Inhibitorentfernung";"Influenza B";"NS2 Gen";"143851,00000000000"
"42501217";"2025-02-12";"Klärwerk Waßmannsdorf";"DETP_BE03";"Waßmannsdorf";"229021,5000";"14,86";"7,038";"dPCR mit Inhibitorentfernung";"Influenza A";"M1 Gen";"41298,66666666666"
"42501217";"2025-02-12";"Klärwerk Waßmannsdorf";"DETP_BE03";"Waßmannsdorf";"229021,5000";"14,86";"7,038";"dPCR mit Inhibitorentfernung";"Influenza B";"NS2 Gen";"72039,66666666667"
"12501412";"2025-02-16";"Klärwerk Ruhleben";"DETP_BE01";"Ruhleben";"240130,0000";"15,13";"7,214";"dPCR mit Inhibitorentfernung";"Influenza A";"M1 Gen";"96354,66666666667"
"12501412";"2025-02-16";"Klärwerk Ruhleben";"DETP_BE01";"Ruhleben";"240130,0000";"15,13";"7,214";"dPCR mit Inhibitorentfernung";"Influenza B";"NS2 Gen";"167791,33333333334"
"62500566";"2025-02-16";"Klärwerk Schönerlinde";"DETP_BE02";"Schönerlinde";"107454,6000";"12,90";"6,860";"dPCR mit Inhibitorentfernung";"Influenza A";"M1 Gen";"88226,66666666667"
"62500566";"2025-02-16";"Klärwerk Schönerlinde";"DETP_BE02";"Schönerlinde";"107454,6000";"12,90";"6,860";"dPCR mit Inhibitorentfernung";"Influenza B";"NS2 Gen";"142394,33333333334"
"42501218";"2025-02-16";"Klärwerk Waßmannsdorf";"DETP_BE03";"Waßmannsdorf";"243455,0625";"15,03";"7,021";"dPCR mit Inhibitorentfernung";"Influenza A";"M1 Gen";"43680,33333333334"
"42501218";"2025-02-16";"Klärwerk Waßmannsdorf";"DETP_BE03";"Waßmannsdorf";"243455,0625";"15,03";"7,021";"dPCR mit Inhibitorentfernung";"Influenza B";"NS2 Gen";"61580,66666666666"
"12501413";"2025-02-19";"Klärwerk Ruhleben";"DETP_BE01";"Ruhleben";"241240,0000";"14,92";"7,120";"dPCR mit Inhibitorentfernung";"Influenza A";"M1 Gen";"90971,00000000000"
"12501413";"2025-02-19";"Klärwerk Ruhleben";"DETP_BE01";"Ruhleben";"241240,0000";"14,92";"7,120";"dPCR mit Inhibitorentfernung";"Influenza B";"NS2 Gen";"192019,66666666666"
"62500567";"2025-02-19";"Klärwerk Schönerlinde";"DETP_BE02";"Schönerlinde";"92773,8000";"12,20";"6,900";"dPCR mit Inhibitorentfernung";"Influenza A";"M1 Gen";"108374,66666666667"
"62500567";"2025-02-19";"Klärwerk Schönerlinde";"DETP_BE02";"Schönerlinde";"92773,8000";"12,20";"6,900";"dPCR mit Inhibitorentfernung";"Influenza B";"NS2 Gen";"171687,00000000000"
"12501414";"2025-02-23";"Klärwerk Ruhleben";"DETP_BE01";"Ruhleben";"242560,0000";"15,89";"7,289";"dPCR mit Inhibitorentfernung";"Influenza A";"M1 Gen";"92766,66666666667"
"12501414";"2025-02-23";"Klärwerk Ruhleben";"DETP_BE01";"Ruhleben";"242560,0000";"15,89";"7,289";"dPCR mit Inhibitorentfernung";"Influenza B";"NS2 Gen";"197400,00000000000"
"62500568";"2025-02-23";"Klärwerk Schönerlinde";"DETP_BE02";"Schönerlinde";"94723,5000";"13,00";"6,970";"dPCR mit Inhibitorentfernung";"Influenza A";"M1 Gen";"76333,33333333333"
"62500568";"2025-02-23";"Klärwerk Schönerlinde";"DETP_BE02";"Schönerlinde";"94723,5000";"13,00";"6,970";"dPCR mit Inhibitorentfernung";"Influenza B";"NS2 Gen";"193366,66666666666"
"42501221";"2025-02-23";"Klärwerk Waßmannsdorf";"DETP_BE03";"Waßmannsdorf";"237574,9500";"15,22";"7,037";"dPCR mit Inhibitorentfernung";"Influenza A";"M1 Gen";"35033,33333333334"
"42501221";"2025-02-23";"Klärwerk Waßmannsdorf";"DETP_BE03";"Waßmannsdorf";"237574,9500";"15,22";"7,037";"dPCR mit Inhibitorentfernung";"Influenza B";"NS2 Gen";"66900,00000000000"
"12501415";"2025-02-26";"Klärwerk Ruhleben";"DETP_BE01";"Ruhleben";"280160,0000";"16,23";"7,189";"dPCR mit Inhibitorentfernung";"Influenza A";"M1 Gen";"67366,66666666667"
"12501415";"2025-02-26";"Klärwerk Ruhleben";"DETP_BE01";"Ruhleben";"280160,0000";"16,23";"7,189";"dPCR mit Inhibitorentfernung";"Influenza B";"NS2 Gen";"180600,00000000000"
"62500569";"2025-02-26";"Klärwerk Schönerlinde";"DETP_BE02";"Schönerlinde";"102428,3000";"13,90";"7,370";"dPCR mit Inhibitorentfernung";"Influenza A";"M1 Gen";"67400,00000000000"
"62500569";"2025-02-26";"Klärwerk Schönerlinde";"DETP_BE02";"Schönerlinde";"102428,3000";"13,90";"7,370";"dPCR mit Inhibitorentfernung";"Influenza B";"NS2 Gen";"193166,66666666666"
"42501223";"2025-02-26";"Klärwerk Waßmannsdorf";"DETP_BE03";"Waßmannsdorf";"246777,3000";"15,90";"6,969";"dPCR mit Inhibitorentfernung";"Influenza A";"M1 Gen";"22666,66666666667"
"42501223";"2025-02-26";"Klärwerk Waßmannsdorf";"DETP_BE03";"Waßmannsdorf";"246777,3000";"15,90";"6,969";"dPCR mit Inhibitorentfernung";"Influenza B";"NS2 Gen";"89500,00000000000"
"12502567";"2025-03-02";"Klärwerk Ruhleben";"DETP_BE01";"Ruhleben";"246780,0000";"15,62";"7,159";"dPCR mit Inhibitorentfernung";"Influenza A";"M1 Gen";"37991,00000000000"
"12502567";"2025-03-02";"Klärwerk Ruhleben";"DETP_BE01";"Ruhleben";"246780,0000";"15,62";"7,159";"dPCR mit Inhibitorentfernung";"Influenza B";"NS2 Gen";"180036,66666666666"
"62500986";"2025-03-02";"Klärwerk Schönerlinde";"DETP_BE02";"Schönerlinde";"97467,6000";"13,30";"6,950";"dPCR mit Inhibitorentfernung";"Influenza A";"M1 Gen";"79289,00000000000"
"62500986";"2025-03-02";"Klärwerk Schönerlinde";"DETP_BE02";"Schönerlinde";"97467,6000";"13,30";"6,950";"dPCR mit Inhibitorentfernung";"Influenza B";"NS2 Gen";"191775,66666666666"
"42502102";"2025-03-02";"Klärwerk Waßmannsdorf";"DETP_BE03";"Waßmannsdorf";"242948,0750";"15,41";"6,974";"dPCR mit Inhibitorentfernung";"Influenza A";"M1 Gen";"15174,66666666667"
"42502102";"2025-03-02";"Klärwerk Waßmannsdorf";"DETP_BE03";"Waßmannsdorf";"242948,0750";"15,41";"6,974";"dPCR mit Inhibitorentfernung";"Influenza B";"NS2 Gen";"75650,66666666667"
"12502568";"2025-03-05";"Klärwerk Ruhleben";"DETP_BE01";"Ruhleben";"263550,0000";"15,96";"7,285";"dPCR mit Inhibitorentfernung";"Influenza A";"M1 Gen";"39543,00000000000"
"12502568";"2025-03-05";"Klärwerk Ruhleben";"DETP_BE01";"Ruhleben";"263550,0000";"15,96";"7,285";"dPCR mit Inhibitorentfernung";"Influenza B";"NS2 Gen";"109911,66666666667"
"62500987";"2025-03-05";"Klärwerk Schönerlinde";"DETP_BE02";"Schönerlinde";"94838,2000";"13,90";"6,970";"dPCR mit Inhibitorentfernung";"Influenza A";"M1 Gen";"45589,00000000000"
"62500987";"2025-03-05";"Klärwerk Schönerlinde";"DETP_BE02";"Schönerlinde";"94838,2000";"13,90";"6,970";"dPCR mit Inhibitorentfernung";"Influenza B";"NS2 Gen";"137380,66666666666"
"42502104";"2025-03-05";"Klärwerk Waßmannsdorf";"DETP_BE03";"Waßmannsdorf";"228042,6500";"15,84";"7,020";"dPCR mit Inhibitorentfernung";"Influenza A";"M1 Gen";"12043,66666666667"
"42502104";"2025-03-05";"Klärwerk Waßmannsdorf";"DETP_BE03";"Waßmannsdorf";"228042,6500";"15,84";"7,020";"dPCR mit Inhibitorentfernung";"Influenza B";"NS2 Gen";"81381,66666666667"
"12502569";"2025-03-09";"Klärwerk Ruhleben";"DETP_BE01";"Ruhleben";"248570,0000";"16,82";"7,342";"dPCR mit Inhibitorentfernung";"Influenza A";"M1 Gen";"21948,33333333333"
"12502569";"2025-03-09";"Klärwerk Ruhleben";"DETP_BE01";"Ruhleben";"248570,0000";"16,82";"7,342";"dPCR mit Inhibitorentfernung";"Influenza B";"NS2 Gen";"93590,00000000000"
"62500988";"2025-03-09";"Klärwerk Schönerlinde";"DETP_BE02";"Schönerlinde";"96906,5000";"14,60";"7,020";"dPCR mit Inhibitorentfernung";"Influenza A";"M1 Gen";"57016,33333333334"
"62500988";"2025-03-09";"Klärwerk Schönerlinde";"DETP_BE02";"Schönerlinde";"96906,5000";"14,60";"7,020";"dPCR mit Inhibitorentfernung";"Influenza B";"NS2 Gen";"113741,00000000000"
"42502105";"2025-03-09";"Klärwerk Waßmannsdorf";"DETP_BE03";"Waßmannsdorf";"239047,4250";"16,54";"7,070";"dPCR mit Inhibitorentfernung";"Influenza A";"M1 Gen";"28295,66666666667"
"42502105";"2025-03-09";"Klärwerk Waßmannsdorf";"DETP_BE03";"Waßmannsdorf";"239047,4250";"16,54";"7,070";"dPCR mit Inhibitorentfernung";"Influenza B";"NS2 Gen";"90999,00000000000"
"12502570";"2025-03-12";"Klärwerk Ruhleben";"DETP_BE01";"Ruhleben";"219150,0000";"16,71";"7,299";"dPCR mit Inhibitorentfernung";"Influenza A";"M1 Gen";"23529,33333333333"
"12502570";"2025-03-12";"Klärwerk Ruhleben";"DETP_BE01";"Ruhleben";"219150,0000";"16,71";"7,299";"dPCR mit Inhibitorentfernung";"Influenza B";"NS2 Gen";"87717,00000000000"
"62500989";"2025-03-12";"Klärwerk Schönerlinde";"DETP_BE02";"Schönerlinde";"106050,9000";"14,70";"7,010";"dPCR mit Inhibitorentfernung";"Influenza A";"M1 Gen";"27203,00000000000"
"62500989";"2025-03-12";"Klärwerk Schönerlinde";"DETP_BE02";"Schönerlinde";"106050,9000";"14,70";"7,010";"dPCR mit Inhibitorentfernung";"Influenza B";"NS2 Gen";"108102,66666666667"
"42502107";"2025-03-12";"Klärwerk Waßmannsdorf";"DETP_BE03";"Waßmannsdorf";"251196,0125";"16,65";"7,083";"dPCR mit Inhibitorentfernung";"Influenza A";"M1 Gen";"34621,33333333334"
"42502107";"2025-03-12";"Klärwerk Waßmannsdorf";"DETP_BE03";"Waßmannsdorf";"251196,0125";"16,65";"7,083";"dPCR mit Inhibitorentfernung";"Influenza B";"NS2 Gen";"127053,33333333333"
"12502571";"2025-03-16";"Klärwerk Ruhleben";"DETP_BE01";"Ruhleben";"218260,0000";"17,01";"7,337";"dPCR mit Inhibitorentfernung";"Influenza A";"M1 Gen";"14658,66666666667"
"12502571";"2025-03-16";"Klärwerk Ruhleben";"DETP_BE01";"Ruhleben";"218260,0000";"17,01";"7,337";"dPCR mit Inhibitorentfernung";"Influenza B";"NS2 Gen";"48286,33333333334"
"62500990";"2025-03-16";"Klärwerk Schönerlinde";"DETP_BE02";"Schönerlinde";"102020,8000";"14,40";"7,080";"dPCR mit Inhibitorentfernung";"Influenza A";"M1 Gen";"19491,33333333333"
"62500990";"2025-03-16";"Klärwerk Schönerlinde";"DETP_BE02";"Schönerlinde";"102020,8000";"14,40";"7,080";"dPCR mit Inhibitorentfernung";"Influenza B";"NS2 Gen";"110581,33333333333"
"42502108";"2025-03-16";"Klärwerk Waßmannsdorf";"DETP_BE03";"Waßmannsdorf";"256038,0750";"16,36";"6,947";"dPCR mit Inhibitorentfernung";"Influenza A";"M1 Gen";"19860,00000000000"
"42502108";"2025-03-16";"Klärwerk Waßmannsdorf";"DETP_BE03";"Waßmannsdorf";"256038,0750";"16,36";"6,947";"dPCR mit Inhibitorentfernung";"Influenza B";"NS2 Gen";"77258,33333333333"
"12502572";"2025-03-19";"Klärwerk Ruhleben";"DETP_BE01";"Ruhleben";"226170,0000";"16,75";"7,312";"dPCR mit Inhibitorentfernung";"Influenza A";"M1 Gen";"19052,33333333333"
"12502572";"2025-03-19";"Klärwerk Ruhleben";"DETP_BE01";"Ruhleben";"226170,0000";"16,75";"7,312";"dPCR mit Inhibitorentfernung";"Influenza B";"NS2 Gen";"57179,33333333334"
"62500991";"2025-03-19";"Klärwerk Schönerlinde";"DETP_BE02";"Schönerlinde";"97155,9000";"14,10";"7,070";"dPCR mit Inhibitorentfernung";"Influenza A";"M1 Gen";"23900,33333333333"
"62500991";"2025-03-19";"Klärwerk Schönerlinde";"DETP_BE02";"Schönerlinde";"97155,9000";"14,10";"7,070";"dPCR mit Inhibitorentfernung";"Influenza B";"NS2 Gen";"80742,33333333333"
"42502110";"2025-03-19";"Klärwerk Waßmannsdorf";"DETP_BE03";"Waßmannsdorf";"248985,4500";"16,33";"7,012";"dPCR mit Inhibitorentfernung";"Influenza A";"M1 Gen";"19752,66666666667"
"42502110";"2025-03-19";"Klärwerk Waßmannsdorf";"DETP_BE03";"Waßmannsdorf";"248985,4500";"16,33";"7,012";"dPCR mit Inhibitorentfernung";"Influenza B";"NS2 Gen";"77121,33333333333"
"12502573";"2025-03-23";"Klärwerk Ruhleben";"DETP_BE01";"Ruhleben";"233470,0000";"17,45";"7,416";"dPCR mit Inhibitorentfernung";"Influenza A";"M1 Gen";"18981,33333333333"
"12502573";"2025-03-23";"Klärwerk Ruhleben";"DETP_BE01";"Ruhleben";"233470,0000";"17,45";"7,416";"dPCR mit Inhibitorentfernung";"Influenza B";"NS2 Gen";"52620,33333333334"
"62500992";"2025-03-23";"Klärwerk Schönerlinde";"DETP_BE02";"Schönerlinde";"100512,2000";"14,60";"7,140";"dPCR mit Inhibitorentfernung";"Influenza A";"M1 Gen";"28412,66666666667"
"62500992";"2025-03-23";"Klärwerk Schönerlinde";"DETP_BE02";"Schönerlinde";"100512,2000";"14,60";"7,140";"dPCR mit Inhibitorentfernung";"Influenza B";"NS2 Gen";"83907,66666666667"
"42502111";"2025-03-23";"Klärwerk Waßmannsdorf";"DETP_BE03";"Waßmannsdorf";"240394,1500";"16,67";"7,100";"dPCR mit Inhibitorentfernung";"Influenza A";"M1 Gen";"30190,00000000000"
"42502111";"2025-03-23";"Klärwerk Waßmannsdorf";"DETP_BE03";"Waßmannsdorf";"240394,1500";"16,67";"7,100";"dPCR mit Inhibitorentfernung";"Influenza B";"NS2 Gen";"52905,66666666666"
"12502574";"2025-03-26";"Klärwerk Ruhleben";"DETP_BE01";"Ruhleben";"220150,0000";"17,88";"7,419";"dPCR mit Inhibitorentfernung";"Influenza A";"M1 Gen";"16068,40879200000"
"12502574";"2025-03-26";"Klärwerk Ruhleben";"DETP_BE01";"Ruhleben";"220150,0000";"17,88";"7,419";"dPCR mit Inhibitorentfernung";"Influenza B";"NS2 Gen";"64541,27824666667"
"62500993";"2025-03-26";"Klärwerk Schönerlinde";"DETP_BE02";"Schönerlinde";"96585,8000";"15,40";"7,120";"dPCR mit Inhibitorentfernung";"Influenza A";"M1 Gen";"25253,42662300000"
"62500993";"2025-03-26";"Klärwerk Schönerlinde";"DETP_BE02";"Schönerlinde";"96585,8000";"15,40";"7,120";"dPCR mit Inhibitorentfernung";"Influenza B";"NS2 Gen";"50773,09064000000"
"42502113";"2025-03-26";"Klärwerk Waßmannsdorf";"DETP_BE03";"Waßmannsdorf";"233586,3125";"17,11";"7,082";"dPCR mit Inhibitorentfernung";"Influenza A";"M1 Gen";"15339,22088700000"
"42502113";"2025-03-26";"Klärwerk Waßmannsdorf";"DETP_BE03";"Waßmannsdorf";"233586,3125";"17,11";"7,082";"dPCR mit Inhibitorentfernung";"Influenza B";"NS2 Gen";"33546,02833333334"
"12502575";"2025-03-30";"Klärwerk Ruhleben";"DETP_BE01";"Ruhleben";"294300,0000";"17,65";"7,432";"dPCR mit Inhibitorentfernung";"Influenza A";"M1 Gen";"8748,81803966667"
"12502575";"2025-03-30";"Klärwerk Ruhleben";"DETP_BE01";"Ruhleben";"294300,0000";"17,65";"7,432";"dPCR mit Inhibitorentfernung";"Influenza B";"NS2 Gen";"45368,07522000000"
"62500994";"2025-03-30";"Klärwerk Schönerlinde";"DETP_BE02";"Schönerlinde";"134916,0000";"15,20";"7,160";"dPCR mit Inhibitorentfernung";"Influenza A";"M1 Gen";"18158,14045666667"
"62500994";"2025-03-30";"Klärwerk Schönerlinde";"DETP_BE02";"Schönerlinde";"134916,0000";"15,20";"7,160";"dPCR mit Inhibitorentfernung";"Influenza B";"NS2 Gen";"50738,52376666667"
"42502114";"2025-03-30";"Klärwerk Waßmannsdorf";"DETP_BE03";"Waßmannsdorf";"262935,0250";"17,10";"7,096";"dPCR mit Inhibitorentfernung";"Influenza A";"M1 Gen";"10536,15838266667"
"42502114";"2025-03-30";"Klärwerk Waßmannsdorf";"DETP_BE03";"Waßmannsdorf";"262935,0250";"17,10";"7,096";"dPCR mit Inhibitorentfernung";"Influenza B";"NS2 Gen";"21185,74538333333"
"12503869";"2025-04-02";"Klärwerk Ruhleben";"DETP_BE01";"Ruhleben";"244120,0000";"18,58";"7,176";"dPCR mit Inhibitorentfernung";"Influenza A";"M1 Gen";"13095,87356966667"
"12503869";"2025-04-02";"Klärwerk Ruhleben";"DETP_BE01";"Ruhleben";"244120,0000";"18,58";"7,176";"dPCR mit Inhibitorentfernung";"Influenza B";"NS2 Gen";"21907,63113333333"
"62501579";"2025-04-02";"Klärwerk Schönerlinde";"DETP_BE02";"Schönerlinde";"94018,2000";"15,70";"7,140";"dPCR mit Inhibitorentfernung";"Influenza A";"M1 Gen";"7418,45564733333"
"62501579";"2025-04-02";"Klärwerk Schönerlinde";"DETP_BE02";"Schönerlinde";"94018,2000";"15,70";"7,140";"dPCR mit Inhibitorentfernung";"Influenza B";"NS2 Gen";"19339,62426166667"
"42503416";"2025-04-02";"Klärwerk Waßmannsdorf";"DETP_BE03";"Waßmannsdorf";"231973,0500";"16,85";"7,080";"dPCR mit Inhibitorentfernung";"Influenza A";"M1 Gen";"4608,83324700000"
"42503416";"2025-04-02";"Klärwerk Waßmannsdorf";"DETP_BE03";"Waßmannsdorf";"231973,0500";"16,85";"7,080";"dPCR mit Inhibitorentfernung";"Influenza B";"NS2 Gen";"34940,93962666667"
"12503870";"2025-04-06";"Klärwerk Ruhleben";"DETP_BE01";"Ruhleben";"241460,0000";"19,44";"7,181";"dPCR mit Inhibitorentfernung";"Influenza A";"M1 Gen";"8723,03464666667"
"12503870";"2025-04-06";"Klärwerk Ruhleben";"DETP_BE01";"Ruhleben";"241460,0000";"19,44";"7,181";"dPCR mit Inhibitorentfernung";"Influenza B";"NS2 Gen";"17518,31651100000"
"62501580";"2025-04-06";"Klärwerk Schönerlinde";"DETP_BE02";"Schönerlinde";"100626,5000";"15,60";"7,200";"dPCR mit Inhibitorentfernung";"Influenza A";"M1 Gen";"4445,15840600000"
"62501580";"2025-04-06";"Klärwerk Schönerlinde";"DETP_BE02";"Schönerlinde";"100626,5000";"15,60";"7,200";"dPCR mit Inhibitorentfernung";"Influenza B";"NS2 Gen";"27156,05518333333"
"42503417";"2025-04-06";"Klärwerk Waßmannsdorf";"DETP_BE03";"Waßmannsdorf";"232771,6375";"17,18";"7,141";"dPCR mit Inhibitorentfernung";"Influenza A";"M1 Gen";"0,00000000000"
"42503417";"2025-04-06";"Klärwerk Waßmannsdorf";"DETP_BE03";"Waßmannsdorf";"232771,6375";"17,18";"7,141";"dPCR mit Inhibitorentfernung";"Influenza B";"NS2 Gen";"21336,53724533333"
"12503871";"2025-04-09";"Klärwerk Ruhleben";"DETP_BE01";"Ruhleben";"224160,0000";"19,06";"7,121";"dPCR mit Inhibitorentfernung";"Influenza A";"M1 Gen";"8765,05561166667"
"12503871";"2025-04-09";"Klärwerk Ruhleben";"DETP_BE01";"Ruhleben";"224160,0000";"19,06";"7,121";"dPCR mit Inhibitorentfernung";"Influenza B";"NS2 Gen";"10258,55564500000"
"12503872";"2025-04-13";"Klärwerk Ruhleben";"DETP_BE01";"Ruhleben";"216420,0000";"19,43";"7,195";"dPCR mit Inhibitorentfernung";"Influenza A";"M1 Gen";"4366,87117400000"
"12503872";"2025-04-13";"Klärwerk Ruhleben";"DETP_BE01";"Ruhleben";"216420,0000";"19,43";"7,195";"dPCR mit Inhibitorentfernung";"Influenza B";"NS2 Gen";"8751,29178666667"
"62501582";"2025-04-13";"Klärwerk Schönerlinde";"DETP_BE02";"Schönerlinde";"94752,8000";"16,60";"7,240";"dPCR mit Inhibitorentfernung";"Influenza A";"M1 Gen";"0,00000000000"
"62501582";"2025-04-13";"Klärwerk Schönerlinde";"DETP_BE02";"Schönerlinde";"94752,8000";"16,60";"7,240";"dPCR mit Inhibitorentfernung";"Influenza B";"NS2 Gen";"4498,39403566667"
"42503420";"2025-04-13";"Klärwerk Waßmannsdorf";"DETP_BE03";"Waßmannsdorf";"231183,1500";"18,03";"6,985";"dPCR mit Inhibitorentfernung";"Influenza A";"M1 Gen";"0,00000000000"
"42503420";"2025-04-13";"Klärwerk Waßmannsdorf";"DETP_BE03";"Waßmannsdorf";"231183,1500";"18,03";"6,985";"dPCR mit Inhibitorentfernung";"Influenza B";"NS2 Gen";"7518,86133100000"
"12503873";"2025-04-14";"Klärwerk Ruhleben";"DETP_BE01";"Ruhleben";"222620,0000";"19,95";"7,187";"dPCR mit Inhibitorentfernung";"Influenza A";"M1 Gen";"4349,62611266667"
"12503873";"2025-04-14";"Klärwerk Ruhleben";"DETP_BE01";"Ruhleben";"222620,0000";"19,95";"7,187";"dPCR mit Inhibitorentfernung";"Influenza B";"NS2 Gen";"8692,21310466667"
"42503422";"2025-04-14";"Klärwerk Waßmannsdorf";"DETP_BE03";"Waßmannsdorf";"229398,2625";"18,34";"6,970";"dPCR mit Inhibitorentfernung";"Influenza A";"M1 Gen";"4494,00688400000"
"42503422";"2025-04-14";"Klärwerk Waßmannsdorf";"DETP_BE03";"Waßmannsdorf";"229398,2625";"18,34";"6,970";"dPCR mit Inhibitorentfernung";"Influenza B";"NS2 Gen";"5964,98726300000"
"12503874";"2025-04-16";"Klärwerk Ruhleben";"DETP_BE01";"Ruhleben";"215890,0000";"20,48";"7,167";"dPCR mit Inhibitorentfernung";"Influenza A";"M1 Gen";"0,00000000000"
"12503874";"2025-04-16";"Klärwerk Ruhleben";"DETP_BE01";"Ruhleben";"215890,0000";"20,48";"7,167";"dPCR mit Inhibitorentfernung";"Influenza B";"NS2 Gen";"10340,42243566667"
"62501584";"2025-04-16";"Klärwerk Schönerlinde";"DETP_BE02";"Schönerlinde";"97817,0000";"17,60";"7,270";"dPCR mit Inhibitorentfernung";"Influenza A";"M1 Gen";"10465,74986766667"
"62501584";"2025-04-16";"Klärwerk Schönerlinde";"DETP_BE02";"Schönerlinde";"97817,0000";"17,60";"7,270";"dPCR mit Inhibitorentfernung";"Influenza B";"NS2 Gen";"10456,66150866667"
"42503423";"2025-04-16";"Klärwerk Waßmannsdorf";"DETP_BE03";"Waßmannsdorf";"227584,2750";"18,78";"6,984";"dPCR mit Inhibitorentfernung";"Influenza A";"M1 Gen";"0,00000000000"
"42503423";"2025-04-16";"Klärwerk Waßmannsdorf";"DETP_BE03";"Waßmannsdorf";"227584,2750";"18,78";"6,984";"dPCR mit Inhibitorentfernung";"Influenza B";"NS2 Gen";"4587,33375733333"
"12503875";"2025-04-21";"Klärwerk Ruhleben";"DETP_BE01";"Ruhleben";"202450,0000";"19,78";"7,044";"dPCR mit Inhibitorentfernung";"Influenza A";"M1 Gen";"3514,95410900000"
"12503875";"2025-04-21";"Klärwerk Ruhleben";"DETP_BE01";"Ruhleben";"202450,0000";"19,78";"7,044";"dPCR mit Inhibitorentfernung";"Influenza B";"NS2 Gen";"5287,80778100000"
"62501585";"2025-04-21";"Klärwerk Schönerlinde";"DETP_BE02";"Schönerlinde";"84775,1000";"17,30";"7,220";"dPCR mit Inhibitorentfernung";"Influenza A";"M1 Gen";"3570,50128333333"
"62501585";"2025-04-21";"Klärwerk Schönerlinde";"DETP_BE02";"Schönerlinde";"84775,1000";"17,30";"7,220";"dPCR mit Inhibitorentfernung";"Influenza B";"NS2 Gen";"11031,55887700000"
"42503425";"2025-04-21";"Klärwerk Waßmannsdorf";"DETP_BE03";"Waßmannsdorf";"219804,7500";"18,55";"6,973";"dPCR mit Inhibitorentfernung";"Influenza A";"M1 Gen";"3618,60818333333"
"42503425";"2025-04-21";"Klärwerk Waßmannsdorf";"DETP_BE03";"Waßmannsdorf";"219804,7500";"18,55";"6,973";"dPCR mit Inhibitorentfernung";"Influenza B";"NS2 Gen";"3618,60818333333"
